ﺭﺪﺼﻣ: hnit
ﻝﻻ﻿ﺩ: jlat
ﯽﮕﺘﺷﺎﺒﻧﺍ: kles
ﺱﺭﺯﺎﺑ: nyet
ﻪﻤﻘﻟ: hyos
ﺱﻮﺑﺎﮐ: hbom
ﺎﺑﺮﻣ: gjam
ﻩﺯﻮﻣ: mrem
ﺎﺒﻔﻟﺍ: lwam
ﻥﺩﺮﮐ-ﺶﺨﭘ: zras
ﺵﺭﻮﯾ: crip
ﻥﺩﺮﮐ-ﺵﺎﻓ: clus
ﻥﺪﺷ-ﺪﺳﺎﻓ: fraf
ﺰﯿﻣﺁ-ﺖﻧﻮﺸﺧ: gris
ﮎﺎﮑﻄﺻﺍ: mroc
ﻪﻠﮑﺳﺍ: gyac
ﺕﻮﺒﮑﻨﻋ: brik
ﯽﻨﯿﻣﺯ-ﺐﯿﺳ: trut
ﺮﻈﻧ-ﺪﯾﺪﺠﺗ: cwon
ﺯﺁ-ﻭ-ﺹﺮﺣ: jlac
ﺱﺭﺎﻧ: ryot
ﻥﺩﺮﮐ-ﺮﯿﺜﮑﺗ: gzan
ﺶﺧﺮﭼ: pcip
ﻡﺎﻗﺭﺍ: tsok
ﻢﯾﻮﻘﺗ: klem
ﯼﺩﺰﻣﺎﻧ: nwen
ﻥﻮﯿﻠﯾﺮﺗ: tlos
ﯽﻧﺍﻭﺮﯿﺷ-ﺮﯾﺯ-ﻕﺎﺗﺍ: tlok
ﺖﺒﺜﻣ-ﺖﻟﺎﺣ: rwim
ﯼﺩﺮﺑﺭﺎﮐ-ﯼﺎﻫ-ﻪﻣﺎﻧﺮﺑ: pfen
ﯽﻤﺳﺍ: nlon
ﯽﺘﯾﺎﺿﺭﺎﻧ: sraf
ﺖﻧﻮﻔﻋ: hfok
ﭺﺭﺎﭘ: krot
ﻦﺘﺧﺍﺪﻧﺍ-ﻻ﻿ﺎﺑ-ﺍﺭ ﻪﻧﺎﺷ: cyok
ﻡﺎﮕﺸﯿﭘ: gzin
ﻑﺬﺣ: nlif
ﻢﻠﮐ: glic
ﯽﺷﺯﺭﻭ: tlet
ﯽﺘﺴﻣ: mrut
ﺎﻫﺍﺪﺻﺩﻮﺧ: hdof
ﻡﺮﻫﺍ: lwek
ﺭﻮﺗﺎﻨﺳ: syem
ﻦﺳﻮﺳ-ﻭ-ﻖﺒﻧﺯ ﺲﻨﺟ: nrif
ﻪﭼﺭﻮﻣ: mwam
ﻩﺮﺸﺣ: hbop
ﻪﻠﻣﺎﺣ: grim
ﻥﺩﺮﮐ-ﻊﯾﺮﺴﺗ: hjet
ﺎﭘ-ﭻﻣ: tcok
ﯼﺪﻨﺑ-ﻢﯿﺴﻘﺗ: glik
ﺮﯿﻐﺘﻣ: prim
ﻥﺩﺮﮐ-ﯼﺪﻨﺑ-ﻪﺘﺴﺑ: ryap
ﺪﻌﺠﻣ: krec
ﺩﺮﮔﻮﮔ: hsef
ﻥﺩﺮﮐ-ﻪﺘﮑﯾﺩ: dwik
ﻥﺪﺷ-ﺭﺍﺪﯾﺪﭘ: brun
ﻪﻏﺎﺑﺭﻮﻗ: fram
ﻩﺯﺍﺪﻧﺍ-ﺯﺍ-ﺶﯿﺑ ﺩﺭﻮﻣ: twek
ﺞﻨﻔﺳﺍ: hjen
ﻩﺪﻨﻫﺩ-ﺭﺍﺯﺁ: djon
ﺏﺎﺠﻨﺳ: slip
ﻥﺩﺮﮐ-ﺏﺎﯿﺳﺁ: zyin
irrealis-ﺖﻟﺎﺣ: flim
ﻥﺎﺸﻔﺸﺗﺍ: glam
ﻪﻧﺎﺧ-ﻞﺧﺍﺩ-ﺭﺩ: gron
ﯼﺭﺍﺩﺮﺑ-ﻩﺮﻬﺑ: kloc
ﯽﺳﺎﻨﺷ-ﻦﯿﻣﺯ: jlik
ﻪﻣﺎﻧﺭﺬﮔ: psop
ﺪﺳﺎﻓ: mlet
ﺖﯾﻮﮑﺴﯿﺑ: hbuk
ﯼﺭﺎﮑﻤﻫ: kros
ﺹﺮﻗ: tlot
ﺏﺎﺼﻋﺍ-ﺩﺪﻤﺗ: kces
ﻢﺗﺍ: trom
ﺯﺪﯾﺍ: hzip
ﻡﺮﻫ: psim
ﻪﺧﺮﭼ: swok
ﻥﺩﺯ-ﺕﺮﭼ: hnup
ﯽﻧﻮﻧﺎﻗ-ﺮﯿﻏ: hjaf
ﻪﺠﻨﭘ: pfap
ﯽﯾﻭﺮﻤﮐ: crom
ﻥﺩﺍﺩ-ﺭﺍﺮﻗ-ﻉﺎﻌﺸﻟﺍ ﺖﺤﺗ: klip
ﺩﻮﻋ: lwap
ﺏﻭﺭﺎﺟ: srum
ﻮﻠﺑﺎﺗ: mwen
ﯽﺳﺎﻨﺷ-ﻩﺭﺎﺘﺳ: tcom
ﻢﺧ-ﻭ-ﭻﯿﭘ: blen
ﯽﻠﯿﺼﺤﺗ-ﺱﺭﻮﺑ: bwit
ﺖﺸﭘ-ﮎﻻ﻿: kfuc
ﺭﻭﺎﺸﻣ: dwak
ﺮﺒﯿﻓ: fwic
ﮎﺮﯿﺟﺮﯿﺟ: jrik
ﺮﺗﻮﺒﮐ: ksom
ﻕﺎﺒﻄﻧﺍ: dyon
ﺵﻮﮔ-ﻪﺳ: tfon
ﺭﺍﺩ-ﻪﻧﺍﺰﺧ: tsen
ﻥﮊﻭﺭﺪﯿﻫ: jron
ﻩﺪﻨﻨﮑﺷ: hfuk
ﺮﮕﭘﺎﭼ: pyet
ﻥﺩﺮﮐ-ﻪﻔﺧ: tcof
ﻦﻣﺰﻣ: gzon
ﻪﻠﺑﺎﻘﻣ: slaf
ﯽﻫﺍﺭﻭﺩ: dlim
ﯽﺳﺪﻨﻬﻣ: jyin
ﻦﯿﺑﺭﻭﺩ: hkef
ﻥﺩﺮﮐ-ﯽﻫﺍﻮﺧ-ﺭﺬﻋ: pluc
ﻥﺪﯿﺴﯿﻟ: lwet
ﺹﺎﻗﺭ: dret
ﭺﻮﮐ: mres
ﺲﯿﻨﺗ: tces
ﺕﺍﺮﻘﻓ-ﻥﻮﺘﺳ: clip
ﻥﺩﺮﮐ-ﺥﺮﺳ: zrac
ﯽﺟﺎﺴﻧ: tfuc
ﻥﺩﺯ-ﻢﺧﺯ: twuc
ﺭﻮﺒﻋ-ﺰﻣﺭ: psaf
ﻩﺮﮑﻤﯿﻧ: praf
ﯼﮋﺗﺍﺮﺘﺳﺍ: zrit
ﺰﺗﺭﺍﻮﮐ: krus
ﯽﭽﯿﻗ: jris
ﺖﺸﮔ: proc
ﯽﻌﯿﺒﻃ-ﻝﺎﭽﺨﯾ: lwic
ﻩﺍﺭ-ﻪﻤﯿﻧ: dwam
ﺖﺷﺍﺩﺩﺎﯾ: mwap
ﻁﻭﺮﺨﻣ: kwuc
ﻥﺭﺎﻘﺗ: hzut
ﻩﺪﻧﺯﺎﺳ: zrak
ﻊﻓﺍﺪﻣ: fwik
ﺪﺠﺴﻣ: djis
ﺞﻧﺮﻄﺷ: cres
ﺽﺭﺍﻮﻋ: htof
ﺱﻼ﻿ﯿﮔ: tref
ﻩﺩﺮﺘﺴﮔ: kfen
ﻥﺩﺭﻮﺧ-ﻮﻠﺗ-ﻮﻠﺗ: tfok
ﻥﻮﯿﻣﺎﮐ: ryok
ﻝﺩﺮﺧ: mros
ﺪﺻ-ﺭﺩ: pfet
ﺝﺍﺮﺣ: jlam
ﻝﺎﺑﺮﻏ: srif
ﻥﺍﺯﺮﻟ: swoc
ﺎﺑﺭ-ﻦﻫﺁ: gjat
ﻥﺩﺯ-ﮏﻣ: syus
ﻡﻼ﻿ﺳﺍ: slum
ﻪﺠﻨﭘ-ﮎﻮﻧ: twip
ءﺎﺸﻏ: mlen
ﻥﺪﯿﺷﺍﺮﺗ: clet
ﺭﺎﺘﯿﮔ: gjit
ﻕﺍﺮﺑ: bzan
ﺰﻣﺮﻗ-ﻥﻭﺭﺎﻧ: hyem
ﻦﺘﻓﺮﮔ-ﺝﻭﺍ: kcom
ﺮﯿﻤﺿ-ﺮﮕﻧﺎﺸﻧ: ryec
ﯼﺰﯿﭼ-ﺮﻫ-ﯽﻠﺻﺍ ءﺰﺟ: pcus
ﻪﯾﻭﺩﺍ: zlat
ﺖﻧﺎﻤﺿ: jlas
ﻞﻣﺎﺣ: zyac
ﺵﺎﻌﺗﺭﺍ: bron
ﻦﺘﺧﺍﺪﻧﺍ-ﺖﺳﺩ-ﺍﺭ ﯽﺴﮐ: trus
ﻥﺩﺯ-ﻢﺨﺷ: hlom
ﯽﮑﯾﮊﻮﻟﻮﯾﺰﯿﻓ: zlik
ﻥﺪﺷ-ﻩﺮﻄﻗ-ﻩﺮﻄﻗ: hgok
ﺭﺍﺩ-ﻪﻟﺎﺒﻧﺩ-ﻩﺭﺎﺘﺳ: cyet
ﯽﻄﺳﻭ-ﻥﻭﺮﻗ: dyic
ﮏﺸﺠﻨﮔ: grec
ﻥﺩﺮﮐ-ﻥﺍﺮﺒﺟ: twet
ﮏﯿﺘﺳﻼ﻿ﭘ: psuk
ﯽﻗﺭﻭﺎﭘ: cyot
ﺭﺍﺪﻣ: rwot
ﻪﻓﺮﺻ-ﺎﺑ: twum
ﻒﻠﮔ: hgof
ﺮﻔﺻ: zrun
ﻪﺷﺍﺮﺗ: tcep
ﻥﺩﺮﮐ-ﻢﺘﺳ: prok
ﻩﺯﺎﯿﻤﺧ: gjac
ﯼﺮﺑﺍﺮﺑﺎﻧ: gwas
ﻝﺎﺧ: tloc
ﯼﺮﮕﻟﺎﻔﺳ: frik
ﺭﺍﺩ-ﻪﻧﺎﺧ-ﻢﻧﺎﺧ: hgif
ﺭﺍﺩﻭﺎﭼ: rwem
ﯽﻧﺎﻣﺮﻓﺎﻧ: hyes
ﺭﺎﺑﺩﺮﺑ: glon
ﻦﯿﻨﺟ: brec
ﺶﯿﺧ: jren
ﻥﺩﺯ-ﻒﮐ: zlac
ﺮﻤﺨﻣ: lyim
ﻪﻤﯿﺑ-ﻖﺣ: pfim
ﻮﻟﺁ: plem
ﯽﮕﺘﺴﮑﺷﺭﻭ: byas
ﯼﺭﺎﯿﺑﺍ: rwif
ﻉﺎﻨﻌﻧ: nyun
ﺭﺍﺩ-ﻪﯾﺎﻣﺮﺳ: glis
ﯽﻋﺎﺠﺗﺭﺍ-ﺖﯿﻠﺑﺎﻗ: hlef
ﯽﻫﺎﻣ-ﻪﺳﻮﮐ: gyak
ﻥﺩﺮﮐ-ﻡﺍﺪﺨﺘﺳﺍ-ﺯﻮﻣﺍ ﻮﻧ: drut
ﯼﺯﺎﺳ-ﻩﺮﯿﺧﺫ: zren
ﯽﯾﺍﺮﮔ-ﻊﻗﺍﻭ: cles
ﻞﯿﺒﺠﻧﺯ: djic
ﺲﻧﻻ﻿ﻮﺒﻣﺍ: blus
ﻪﺴﯾﺎﻘﻣ-ﻞﺑﺎﻗ: kwip
ﻝﻮﭘ-ﻒﯿﮐ: bjap
ﻝﻮﺻﺍ-ﻭ-ﺍﺩﺍ: glim
ﺪﻨﻤﺸﻧﺍﺩ: gyis
ﻩﺩﻭﺭ-ﻭ-ﻝﺩ: grot
ﺖﻧﺎﺘﻣ: hwum
ﻮﯾﺩﺍﺭ: href
ﻂﺒﺗﺮﻣ-ﺮﯿﻏ: zlit
ﺕﺎﺑﻮﺒﺣ: bwam
ﯽﻤﺳﺭ-ﺮﯿﻏ: frim
ﻩﻮﻧ: gyut
ﺮﻈﻧ-ﻑﻼ﻿ﺘﺧﺍ: dloc
ﮏﯿﺘﺳﺍ: tfek
ﻥﮊﻭﺮﺘﯿﻧ: zron
ﯽﺷﺍﺮﺗ-ﺕﺭﻮﺻ-ﻎﯿﺗ: hjut
ﺩﺎﻀﺘﻣ: krom
ﺕﺎﻐﯿﻠﺒﺗ: pcoc
ﯼﺯﺎﺑ-ﺶﺗﺁ: fris
ﭖﺎﭘ: pcop
ﻥﺩﺮﮐ-ﻥﺎﯾﺮﻋ: crop
ﺭﺎﯿﺷ: cruc
ﺭﻭﺁ-ﻥﺎﯾﺯ: hzaf
ﺖﯾﺩﻮﻬﯾ: hjum
ﻩﺪﻨﻨﮐ-ﻞﯿﻤﮑﺗ: pluk
ﯽﺳﺪﻋ: lyes
pegative-ﺩﺭﻮﻣ: pwek
ﻥﺎﻃﺮﺳ: kfes
ﻭﺮﮔ: pyek
ﺱﺭﺪﻣ: zyat
ﺖﺸﻧ: hzuk
ﻥﺪﺷ-ﻂﯾﺍﺮﺷ-ﺪﺟﺍﻭ: krif
ﻢﮐﺍﺮﺗ: djot
ءﺎﻘﻟﺍ: dyis
ﻥﺪﯾﻮﺟ: htuf
ﻑﺮﺣ-ﺮﭘ: bzit
ﯽﯾﺎﯾﺭﺩ-ﮓﻨﭼﺮﺧ: hgos
ﻒﯿﻔﺨﺗ: dyut
ﯽﺴﮐﺎﺗ: tsuk
ﺐﺗﺍﺮﻣ-ﻪﻠﺴﻠﺳ: crem
ﻢﺸﯾ: gyec
ﻥﺩﺮﮐ-ﻪﭼﻭﺮﻗ-ﻥﺍﺪﻧﺩ: glaf
ﮏﻟﻮﻣﺭﺎﻣ: lyis
ﺭﺎﺸﺑﺍ: crof
ﻩﺪﻨﻨﮐ-ﺪﯿﻣﺍﺎﻧ: djak
ﺩﺭ: frot
ﺖﺳﺎﯾﺭ: ryip
ﺭﺍﺪﯾﺮﺧ: mrif
ﻦﻟﺎﮔ: jlen
ﻪﺸﭘ: mruk
ﻑﺍﺮﺤﻧﺍ: dwen
ﻦﺘﻓﺮﮔ-ﯽﺘﺸﮐ: lyut
ﮏﯿﯾﺍﺯﻮﻣ: myok
ﻦﯿﮔﻼ﻿ﭘ: plok
ﻥﺩﺯ-ﻪﻤﺗﺎﺒﻤﭼ: pcuk
ﺭﺎﺑﺭﺍﻮﺧ: ksoc
ﺖﺴﯿﻧﻮﻤﮐ: myos
ﻥﺩﺮﮐ-ﺕﺎﻣ: mwek
prosecutive-ﺩﺭﻮﻣ: rwuk
ﯽﮑﻠﻓ-ﺕﺭﻮﺻ: nlos
ﺭﻮﺗﺎﺘﮑﯾﺩ: dwit
ﯽﮕﺘﻔﯿﺷ: tyet
ﻩﺭﺍﻮﻫﺎﻣ: tlec
ﯽﺘﺣﺍﺭ-ﺶﻔﮐ: hlop
ﻥﺍﻮﺨﻤﻫ: fyon
ﯽﺒﯾﺮﻘﺗ: tsif
ﺭﺎﮐ-ﯽﺑ: byet
ﯽﻣﺎﺣ: sros
ﺭﺪﺳ-ﺖﺧﺭﺩ: lwot
ﻮﻫﺎﮐ: sles
ﺪﯾﺮﻠﮐ: lwok
ﯼﺮﺘﮐﺎﺑ: bwic
ﻩﺪﻨﺒﺴﭼ: pcek
ءﺰﺟ: bwon
ﻪﺘﺴﻫ: klec
ﻥﺩﺮﮐ-ﻞﻌﺟ: bjak
ﺖﯾﺎﺑ: bzet
ﺢﺷﺮﺗ: sruf
ﺎﺤﯾﺮﺻ: pres
ﻥﺪﺷ-ﻑﺩﺎﺼﻣ: mloc
ﻪﻟﺎﺑ: blet
ﺭﺍﺭﺩﺍ: mrus
ﺮﯿﺳ: lyun
ﻩﺪﺷ-ﯼﺮﭙﺳ: hguc
ﺩﺎﺼﺘﻗﺍ-ﻢﻠﻋ: kcem
ﻂﺳﻮﺘﻣ-ﻪﻘﺒﻃ: hdom
ﺯﺮﻓ: gjic
ﮎﺮﺒﻧﺍ: htef
ﯽﯾﻮﺸﮑﺸﺧ: lyoc
ﯽﮕﻧﺮﻓ-ﺕﻮﺗ: srem
ﯼﺮﻬﺷ: pcos
ﺭﺎﺴﻣﺮﺷ: mlaf
ﮎﻮﺑ-ﺕﻮﻧ: tfut
ﻡﻮﺒﻟﺍ: zlam
ﻝﺎﺑ-ﺲﯿﺑ-ﯼﺯﺎﺑ: hbep
ﻥﺪﯿﺸﮐ-ﻮﺑ: sluc
ﻪﻓﻮﺑ: hbuf
ﯽﻔﺻﻭ-ﻪﺟﻭ: rwip
ﮊﺍﺭﺎﮔ: grek
ﺺﯿﺨﺸﺗ: djas
ﻞﻐﺑ-ﺮﯾﺯ-ﺏﻮﭼ: ksuc
ﻥﺩﺮﮐ-ﯼﺫﺎﺧﺍ: srom
ﺖﺒﺛ: psuc
ﻝﻮﻠﺤﻣ: jlun
ﺮﻔﺴﻓ: psof
ﯼﺭﺎﺘﺧﺎﺳ: rwut
ﺐﺴﭼ: glum
ﻪﻣﺎﻧ-ﻥﺎﯾﺎﭘ: twes
ﺮﮔ-ﺖﻌﻨﺻ: clif
ﺯﻮﻣ: bwas
ﻞﺻﺍ: kyom
ﻩﺪﻧﺩ: psos
ﻞﮑﯿﻧ: nyek
PI: pyim
ﺱﻮﺑﻮﺗﺍ: bwos
ﯽﭼﺭﻮﺴﻧﺎﺳ: swes
ﮏﺷﻮﻣ: mlus
ﺲﯿﺳﻮﺳ: slos
ﯼﺭﺎﮐ-ﺖﺳﺩ: nlut
ﻲﮕﻧﺮﻓ-ﻪﺟﻮﮔ: tfet
ﺖﯾﻮﻘﺗ: kfut
ﺰﯾﺮﭘ: syok
ﻢﯿﺳﺎﺘﭘ: tsom
ﯽﺑﺎﯾﺯﺎﺑ: prup
ﯼﺯﺎﺠﻣ: zwit
ﺮﺒﺟ: gjas
ﮏﺷﺰﭙﻧﺍﺪﻧﺩ: dzit
ﯼﺮﺼﺑ: pcok
ﻥﺩﺍﺩ-ﻥﺎﮑﺗ: bzen
ﯽﺳﺎﻨﺷ-ﺖﺴﯾﺯ: bwim
ﯼﺭﺎﮑﯿﺑ: byim
ﻡﺎﺷﺍ-ﻥﻮﺧ: krum
ﮏﺗ: slof
ﺮﮔﺭﻭﺮﻣ: bjac
ﺭﻭﺩ-ﻩﺍﺭ-ﺯﺍ ﻪﺘﺷﺬﮔ ﺖﻔﺳ: nyot
ﯽﺨﯾﺭﺎﺗ-ﺖﻔﺳ: crep
ﯽﻤﺗﺍ: nluk
ﻒﯿﻃ: pyem
ﻢﯾﺪﺳ: syom
ﯼﺮﺘﺴﯿﻫ: syes
ﯽﻟﻮﺘﻣ: tyos
ﻥﺎﮔﻭﺮﮔ: byik
ﻭﺪﮐ: gluk
ﮎﻭﺮﭼ-ﻭ-ﻦﯿﭼ: kwuk
ﺖﯿﻓﺎﻔﺷ: tfif
ﺦﯿﻣ: swip
ﺖﯾﻮﻟﻭﺍ: pcif
ﻩﺩﺎﯿﭘ-ﺮﺑﺎﻋ: dyen
ﺩﺎﺤﻟﺍ: tsem
ﺭﻮﺘﯿﻧﺎﻣ: mwot
ﯽﺗﺎﺑﺎﺨﺘﻧﺍ-ﻩﺯﻮﺣ: nlec
ﻩﺪﺸﻧ-ﻝﺮﺘﻨﮐ: hkof
ﺮﮕﺷﻭﺎﮐ: grok
ﻦﯿﺗﻼ﻿ﭘ: plip
ﯽﯾﺎﺗﻭﺩ-ﺩﺪﻋ: dlun
ﻪﯾﺭ: pcep
ﻩﺩﺎﻌﻟﺍ-ﻕﻮﻓ: syup
ﯽﻗﺮﺑ-ﻦﮔﺍﻭ: trop
ﯽﻠﺤﻣ-ﺕﺭﻮﺻ-ﻪﺑ: lyot
ﻥﺩﺮﮐ-ﮏﯾﺮﺤﺗ: gzat
ﻞﯿﺋﻭﺯﺎﮔ: plif
ﻪﯿﻠﮐ: grif
ﺕﺭﺎﻏ: bzac
ﯽﺑﺎﯾﺯﺭﺍ: dlen
ﮏﯿﻨﺳﺭﺁ: syek
ﻥﻭﺰﻠﺣ: nrok
ﺦﻠﻣ: tsec
ﻪﻟﺩﺎﻌﻣ: fwen
ﺖﺴﯿﻟﺎﯿﺳﻮﺳ: swos
ﯽﻓﺎﺻ: flot
ﯽﺴﺣ-ﯽﮐﺭﺪﻣ-ﺖﻟﺎﺣ: hxin
ﻥﺩﺮﮐ-ﻦﻬﭘ: kyot
ﻦﺘﺨﯾﺭ-ﻥﻭﺮﯿﺑ: mwet
ﯽﯾﺎﺗ-ﻪﺳ-ﻪﺘﺳﺩ: pwet
ﻪﺒﺗﺮﯿﻟﺎﻋ-ﻦﯾﺭﻮﻣﺎﻣ: drun
ﻥﺪﺷ-ﯽﻧﺍﻭﺩ-ﺐﺳﺍ ﺭﺎﮐﺭﺍﻮﺳ: hjok
ﻪﯾﺮﻟﺍ-ﺕﺍﺫ: hnof
ﯽﮕﺘﺴﺒﻤﻫ: gret
ﻻ﻿ﻮﻟ: cyif
ﯽﻟﻮﻃ: nruc
ﻡﺎﻬﺳ-ﺩﻮﺳ: dwun
ﻥﺩﺮﮐ-ﯼﺯﺎﺑ-ﺖﯿﮑﺳﺍ: hkep
ﻥﺍﻮﺗ: slop
ﯽﻧﺍﻮﺗﺎﻧ: dlif
ﺱﺍﻮﺳﻭ: bwen
ﺺﯿﺼﺨﺗ: pfun
ﺱﺎﮑﻋ: trof
ﺎﺘﻟﺩ: dlet
ﻝﺎﺘﯿﺠﯾﺩ: djim
ﻩﺩﺎﻣ-ﮓﺳ: brut
ﮏﻠﭘ: hyop
ﺏﺭﻮﻣ: dyun
ﺭﺎﯿﺸﻫ-ﻪﻤﯿﻧ: byon
ﻭﺮﺑﺍ-ﻂﺧ: bruc
ﻪﺴﻄﻋ: pcec
ﺭﺍﺩ-ﻩﺪﻨﺧ: dlis
ﻭﺪﻨﻫ-ﻦﯿﯾﺁ: nwum
ﺮﺟﺎﻬﻣ: nyif
ﻞﺗﺎﺷ: cwot
ﻦﻴﺌﺗﻭﺮﭘ: pwot
ﻪﻟﺎﺑﺯ: hdop
ﻥﺩﻮﻟﺎﭘ: flen
ﻥﺩﺮﮐ-ﻍﺍﺮﻔﺘﺳﺍ: hwom
ﻥﮊ: gyen
ﻩﺪﮑﺸﻧﺍﺩ-ﻝﻭﺍ-ﻝﺎﺳ ﯼﻮﺠﺸﻧﺍﺩ: hdem
ﯽﺳﺎﻨﺷ-ﻪﻌﻣﺎﺟ: syoc
ﺵﺍﻮﮑﺳﺍ: kwoc
ﺮﺸﯿﻓ: hfuc
ﯼﺍ-ﻪﻘﻄﻨﻣ: jyen
ﺖﮐﺮﺣ-ﺭﺍﻮﺷﺩ: hvok
ﺮﮕﻧ-ﻪﺘﺷﺬﮔ: hxik
ﺩﺎﺑﺩﺮﮔ: gyon
ﯽﮕﻧﻭﺭﺍﻭ: nwos
ﻥﻮﯾﺰﯾﻮﻠﺗ: twif
ﺐﻌﮑﻣ: kfet
ﯼﺭﻭ-ﻩﺮﻬﺑ: pwuk
ﺞﯾﻮﻫ: krop
ﯽﻟﻮﮑﻟﻮﻣ: mwuk
ﻁﻼ﻿ﺘﺧﺍ: glet
ﺐﺳﺎﺤﻣ: ksum
ﺭﺎﯿﺧ: kyok
ﯽﺷﺎﯿﻋ: drok
ﻝﻼ﻿ﺣ: jlet
ﺕﺎﻔﺴﻓ: psef
ﺮﮔﺯﺎﻏﺁ: gwik
ﯽﯾﺎﯿﻠﻗ: flis
ﮏﯿﺘﺳﺎﻨﻤﯾﮊ: jyas
ﻝﻮﮔﺮﯾﻭ: kwom
ﺖﮐﺮﺣ-ﯽﺒﯿﺷﺍﺮﺳ: hvat
ﻦﯿﻨﺟ-ﻂﻘﺳ: jwac
ﻑﻼ﻿ﻏ: tcop
ﻩﺪﻨﻫﺩ: dzon
ﺰﻨﮕﻨﻣ: hzem
ﺱﺎﻨﺸﻧﺍﻭﺭ: syos
ﻦﯾﺮﻠﮐ: clos
ﺪﯿﻠﮐ-ﻪﺤﻔﺻ: kyoc
ﻪﺒﺨﻧ: zyit
ﺰﺘﻧﺍﺮﭘ: pfaf
ﯽﺒﮔﺭ: rwoc
ﻢﺧﺯ: jlon
ﻑﺮﺻ: hxit
ﻥﺩﺭﻮﺧ-ﮎﺪﻧﺍ-ﮎﺪﻧﺍ: nres
ﯽﻣﻮﺘﻧﺍﻮﮐ: fwam
ﺖﮐﺍﮊ: swek
ﯽﻠﻣﺎﮑﺗ: fwis
ﯼﺭﺍﺬﮔ-ﻥﺎﺸﻧ: nyoc
ﯽﯾﻮﮔ-ﻑﺍﺰﮔ: tcuf
ﯽﻓﺎﮑﺷ-ﺪﺒﻟﺎﮐ: drec
ﻩﺎﮕﻧﺎﻬﻧ: kcep
ﯽﻄﺧ: lyec
ﻪﻣﺮﺳ-ﮓﻨﺳ: trum
superessive-ﺩﺭﻮﻣ: psek
ﺭﻮﻣﻮﺗ: twom
ﺶﯾﺎﺳﺮﻓ: cyos
ﺎﻔﻟﺁ: flaf
ﻑﺎﻧ: nwip
ﻥﻮﺼﻣ: myip
ﺍﺰﻧﺍﻮﻠﻔﻧﺍ: flun
ﯼﺯﺎﺳﻮﺠﺑﺍ: bjit
ﻥﺩﺮﮐ-ﻩﺩﺎﺳ: slef
ﻥﺩﺮﮐ-ﻩﺎﺗﻮﮐ: bram
ﻪﻧﺍﺪﻧﺩ: djen
ﻥﺩﺮﮐ-ﺮﯿﺳﺍ: dwim
ﻥﺩﺮﮐ-ﺮﯾﺰﮔﺎﻧ: brok
ﺏﺍﺭﻮﺟ: bzas
ﺎﻤﻨﯿﺳ-ﻢﻠﯿﻓ: fyim
ﻥﺎﻬﯿﮐ: klom
ﻩﺩﻮﻟﺁ: hpuf
ﻪﺷﻮﺧ-ﻪﺷﻮﺧ: gjen
ﺩﺮﻣ-ﯽﻠﺳﺎﻨﺗ-ﺖﻟﺁ: zyis
ﯼﺭﺍﺪﻠﮕﻨﺟ: lyif
ﻡﻮﯿﻨﯿﻣﻮﻟﺁ: lwum
ﻥﺎﺳﻮﻧ: zlon
ﻪﭽﯾﺍﺯ: ksop
ﻦﺘﺧﺍﺪﻧﺍ-ﻥﻭﺮﯿﺑ: dlek
ﻝﻮﻤﺷ: nluc
ﻊﻔﻨﯾﺫ: byic
ﯽﯾﺎﯾﺭﺩ-ﺯﺍﺮﮔ: dlip
ﻞﺗﺎﻗ: cyus
ﺭﺍﺪﻧﺎﺘﺴﭘ: myaf
ﺺﺧﺎﺷ: swif
ﺪﯿﺴﮐﺍ-ﯼﺩ: dwis
ﮒﺭﺰﺑ-ﻩﺩﻭﺭ: zlen
ﯼﺭﻻ﻿ﺎﺳ-ﻥﺍﻮﯾﺩ: brus
ﻒﯾﺮﺤﺗ: jric
ﻝﺎﭽﺨﯾ: frip
ﯽﺳﺎﻨﺷ-ﻥﺎﺘﺳﺎﺑ: cluk
ﻝﻮﺒﻗ-ﻞﺑﺎﻗ-ﺮﯿﻏ: kwok
ﺕﺎﺼﺨﺸﻣ: pfis
ﻩﻭﺰﺟ: pfut
ﯽﺳﺎﻨﺷ-ﻡﺩﺮﻣ: nlom
ﻢﻌﻃ-ﺵﻮﺧ: kyec
ﯼﺪﻌﺘﻣ: txit
ﻥﺪﺷ-ﻻ﻿ﻭﺩ-ﺱﺮﺗ ﺯﺍ: kwus
ﻥﺍﺩﺮﮕﺑﺎﺘﻓﺁ: hzuc
ﺶﭙﺷ: glus
ﻥﻮﯾ: lyos
ﯼﺩﺮﮕﻧﺎﻬﺟ: tyum
ﻡﺩﻮﻣ: myom
ﺏﺎﺘﺷ: jrun
ﺭﺩ-ﻥﺩﺮﺑ-ﺖﺳﺩ: tsoc
ﺮﺸﻧ: hmef
ﯽﯾﺎﺑﺭ-ﻡﺩﺁ: drap
ﻭ-ﻒﮐ: hwep
ﻥﺎﻤﻠﺳ: pfes
ﻪﻣﺎﻋ-ﮓﻨﻫﺮﻓ: floc
ﮒﺮﯾﻮﻣ: plek
ﻡﺰﯿﻟﺎﻧﻮﯿﺳﺎﻧ: nlum
ﻦﯾﺮﺳ: nros
ﻒﯿﺗﻮﻣ: hmuf
ﻥﺩﺮﮐ-ﻪﯿﻔﺼﺗ: slem
ﯼﺪﯿﻣﺍ-ﺎﻧ: xras
ﺖﻟﺎﺒﮐ: kwos
