ﺭﺪﺼﻤﻟﺍ-ﺔﻐﻴﺻ: hnit
ﺔﻳﺭﻭﺩ: proc
ﺪﻴﻠﺠﻟﺍ-ﺮﻬﻧ: lwic
ﻖﻳﺮﻄﻟﺍ-ﻒﺼﺘﻨﻣ-ﻲﻓ: dwam
ﺓﺮﻛﺬﻣ: mwap
ﻁﻭﺮﺨﻣ: kwuc
ﺮﻇﺎﻨﺗ: hzut
ﺔﻌﻨﺼﻤﻟﺍ-ﺔﻛﺮﺸﻟﺍ: zrak
ﻪﻴﻠﻋ-ﻰﻋﺪﻤﻟﺍ: fwik
ﺪﺠﺴﻣ: djis
ﺞﻧﺮﻄﺷ: cres
ﻡﻮﺳﺭ: htof
ﺯﺮﻜﻟﺍ: tref
ﺭﺎﺸﺘﻧﻻ﻿ﺍ-ﻊﺳﺍﻭ: kfen
ﺮﺜﻌﺗ: tfok
ﺔﻨﺣﺎﺷ: ryok
ﻝﺩﺮﺧ: mros
ﺔﺋﺎﻤﻟﺍ-ﻰﻓ: pfet
ﻲﻨﻠﻋ-ﺩﺍﺰﻣ: jlam
ﻝﺎﺑﺮﻏ: srif
ﺮﻘﺘﺴﻣ-ﺮﻴﻏ: swoc
ﺲﻴﻃﺎﻨﻐﻣ: gjat
ﺺﻣ: syus
ﻡﻼ﻿ﺳﻹ﻿ﺍ: slum
ﻊﺑﺎﺻﻷ﻿ﺍ-ﺱﻭﺅﺭ-ﻰﻠﻋ: twip
ءﺎﺸﻏ: mlen
ﺔﻗﻼ﻿ﺣ: clet
ﺭﺎﺘﻴﻏ: gjit
ﻊﻣﻻ﻿: bzan
ﺭﺍﺩﺭﺪﻟﺍ-ﺐﺸﺧ: hyem
ﻖﻠﺣ: kcom
ﺮﻴﻤﺿ-ﺔﻣﻼ﻿ﻋ: ryec
ﻲﺳﺎﺳﺃ: pcus
ﻞﺑﺎﺗ: zlat
ﺔﻟﺎﻔﻛ: jlas
ﻞﻗﺎﻨﻟﺍ: zyac
ﺯﺍﺰﺘﻫﺍ: bron
ﺶﻔﻧ: trus
ﺙﺍﺮﺤﻣ: hlom
ﻲﺟﻮﻟﻮﻴﺴﻓ: zlik
ﺏﺍﺭﺰﻣ: hgok
ﺐﻧﺬﻤﻟﺍ: cyet
ﻰﻄﺳﻮﻟﺍ-ﻥﻭﺮﻘﻟﺍ-ﻦﻣ: dyic
ﺭﻮﻔﺼﻋ: grec
ﺾﻳﻮﻌﺗ: twet
ﻚﻴﺘﺳﻼ﻿ﺒﻟﺍ: psuk
ﺔﻴﺷﺎﺣ: cyot
ﺭﺍﺪﻣ: rwot
ﺪﺼﺘﻘﻣ: twum
ﻒﻟﻮﺟ: hgof
ﺮﻔﺻ: zrun
ﺔﻗﺎﻗﺭ: tcep
ﻢﻠﻇ: prok
ﺏءﺎﺜﺗ: gjac
ﺓﺍﻭﺎﺴﻤﻟﺍ-ﻡﺪﻋ: gwas
ﺪﻠﺨﻟﺍ: tloc
ﺭﺎﺨﻔﻟﺍ-ﺔﻋﺎﻨﺻ: frik
ﻝﺰﻨﻣ-ﻪﺑﺭ: hgif
ﺭﺍﺩﻭﺎﺠﻟﺍ-ﺏﻮﺒﺣ: rwem
ﻰﺼﻋ: hyes
ﺢﻣﺎﺴﺘﻣ: glon
ﻦﻴﻨﺟ: brec
ﻢﺠﻨﻣ-ﻞﻣﺎﻋ: jren
ﺪﻴﺸﻧ: zlac
ﺓﺮﻴﻤﺧ: lyim
ﺓﺯﺎﺘﻤﻤﻟﺍ: pfim
ﻕﻮﻗﺮﺑ: plem
ﺱﻼ﻿ﻓﺇ: byas
ﻱﺭ: rwif
ﻉﺎﻨﻌﻧ: nyun
ﻲﻟﺎﻤﺳﺃﺭ: glis
ﺔﻧﻭﺮﻣ: hlef
ﺵﺮﻘﻟﺍ-ﻚﻤﺳ: gyak
ﺪﻴﻨﺠﺗ: drut
ﻦﻳﺰﺨﺗ: zren
ﺔﻴﻌﻗﺍﻮﻟﺍ: cles
ﻞﻴﺒﺠﻧﺯ: djic
ﻑﺎﻌﺳﺍ-ﻩﺭﺎﻴﺳ: blus
ﻪﺑﺎﺸﻣ: kwip
ﺐﻴﺟ-ﺔﻈﻔﺤﻣ: bjap
ﺮﺸﻛ: glim
ﻢﻟﺎﻋ: gyis
ﺔﻴﻤﻀﻬﻟﺍ-ﺓﺎﻨﻘﻟﺍ: grot
ﺵﺄﺟ-ﺔﻃﺎﺑﺭ: hwum
ﻮﻳﺩﺍﺭ: href
ﻉﻮﺿﻮﻤﻟﺍ-ﻊﻣ-ﻪﻟ ﺔﻗﻼ﻿ﻋ ﻻ﻿ ،ﺔﻠﺻ ﺕﺍﺫ ﺮﻴﻏ: zlit
ﺎﻴﻟﻮﺻﺎﻓ: bwam
ﻲﻤﺳﺭ-ﺮﻴﻏ: frim
ﺓﺪﻴﻔﺣ: gyut
ﻑﻼ﻿ﺧ: dloc
ﻢﺤﻟ-ﺔﺤﻳﺮﺷ: tfek
ﻦﻴﺟﻭﺮﺘﻧ: zron
ﺔﻗﻼ﻿ﺤﻟﺍ-ﺱﻮﻣ: hjut
ﺔﻀﻗﺎﻨﺘﻤﻟﺍ: krom
ﺔﻳﺎﻋﺩ: pcoc
ﺔﻳﺭﺎﻧ-ﺏﺎﻌﻟﺃ: fris
ﺔﻌﻗﺮﻓ: pcop
ﻪﺴﺑﻼ﻿ﻣ-ﻊﻠﺧ: crop
ﻢﻠﺛ: cruc
ﺮﻀﻣ: hzaf
ﺔﻳﺩﻮﻬﻳ: hjum
ﺔﻠﻤﻜﺗ: pluk
ﺔﺳﺪﻋ: lyes
pegative-ﺔﻟﺎﺣ: pwek
ﻥﺎﻃﺮﺳ: kfes
ﻦﻫﺭ: pyek
ﺮﺿﺎﺤﻣ: zyat
ﺏﺮﺴﺗ: hzuk
ﻞﻫﺄﺘﻟﺍ: krif
ﺔﻓﺎﺜﻛ: djot
ﺚﺤﻟﺍ: dyis
ﻎﻀﻣ: htuf
ﻡﻼ﻿ﻜﻟﺍ-ﺮﻴﺜﻛ: bzit
ﺮﺤﺒﻟﺍ-ﻥﺎﻃﺮﺳ: hgos
ﺮﻌﺴﻟﺍ-ﺾﻴﻔﺨﺗ: dyut
ﻩﺮﺟﺍ-ﺓﺭﺎﻴﺳ: tsuk
ﻲﻣﺮﻬﻟﺍ-ﻞﺴﻠﺴﺘﻟﺍ: crem
ﻢﺸﻳ: gyec
ﻚﺑﺎﺸﺗ: glaf
ﺔﻴﻠﺤﺳ: lyis
ﻝﻼ﻿ﺷ: crof
ﻝﺎﻣﻼ﻿ﻟ-ﺐﻴﺨﻣ: djak
ﺾﻘﻨﻟﺍ-ﻖﺣ: frot
ﺔﺳﺎﺋﺭ: ryip
ﺮﺘﺸﻣ: mrif
ﻥﻮﻟﺎﻏ: jlen
ﺽﻮﻌﺑ: mruk
ﻑﺍﺮﺤﻧﻻ﻿ﺍ: dwen
ﻉﺭﺎﺼﺗ: lyut
ءﺎﺴﻔﻴﺴﻓ: myok
ﺲﺑﺎﻗ: plok
ﺾﺑﺭ: pcuk
ﺔﻟﺎﻘﺑ: ksoc
ﻲﻋﻮﻴﺷ: myos
ﺶﻫﺪﺗ: mwek
ﺔﻴﺋﺎﻀﻘﻟﺍ-ﺔﻘﺣﻼ﻿ﻤﻟﺍ-ﺔﻟﺎﺣ: rwuk
ﺔﺒﻛﻮﻛ: nlos
ﺭﻮﺗﺎﺘﻛﺩ: dwit
ﻙﺎﻤﻬﻧﺍ: tyet
ﺔﻴﻋﺎﻨﺼﻟﺍ-ﺭﺎﻤﻗﻷ﻿ﺍ: tlec
ﻝﺎﻌﻨﻟﺍ: hlop
ﻦﻛﺎﺳ-ﻑﺮﺣ: fyon
ﻲﺒﻳﺮﻘﺗ: tsif
ﻞﻤﻌﻟﺍ-ﻦﻋ-ﻦﻴﻠﻃﺎﻋ: byet
ﺪﻳﺆﻣ: sros
ﺲﺗﻮﻟ: lwot
ﺲﺨﻟﺍ: sles
ﺪﻳﺭﻮﻠﻛ: lwok
ﺎﻳﺮﻴﺘﻜﺑ: bwic
ﺝﺰﻟ: pcek
ﻥﻮﻜﻣ: bwon
ﺓﺍﻮﻧ: klec
ﻖﻠﺘﺧﺍ: bjak
ﺖﻳﺎﺑ: bzet
ﺯﺍﺮﻓﺇ: sruf
ﺔﺣﺍﺮﺻ: pres
ﻦﻣﺍﺰﺗ: mloc
ﻪﻴﻟﺎﺒﻟﺍ-ﺺﻗﺭ: blet
ﻝﻮﺑ: mrus
ﻡﻮﺛ: lyun
ﻰﻀﻘﻧﺍ: hguc
ﺩﺎﺼﺘﻗﻻ﻿ﺍ-ﻢﻠﻋ: kcem
ﺔﻄﺳﻮﺘﻤﻟﺍ-ﺔﻘﺒﻄﻟﺍ: hdom
ﻖﻴﺷﺭ: gjic
ﻂﻘﻠﻣ: htef
ﺲﺑﻼ﻿ﻣ-ﻞﻴﺴﻏ: lyoc
ﺔﻟﻭﺍﺮﻔﻟﺍ: srem
ﻱﺮﻀﺤﻟﺍ: pcos
ﻞﺠﺨﻳ: mlaf
ﺮﺘﻓﺩ: tfut
ﻡﻮﺒﻟﺃ: zlam
ﻝﻮﺒﺴﻴﺒﻟﺍ: hbep
ﻢﺷ: sluc
ﻪﻴﻓﻮﺑ: hbuf
ﻞﻋﺎﻔﻟﺍ-ﻢﺳﺇ: rwip
ﺝﺍﺮﻛ: grek
ﺺﻴﺨﺸﺘﻟﺍ: djas
ﺯﺎﻜﻋ: ksuc
ﺯﺍﺰﺘﺑﺍ: srom
ﻞﻴﺠﺴﺘﻟﺍ: psuc
ﻥﺎﺑﻭﺬﻠﻟ-ﻞﺑﺎﻗ: jlun
ﺭﻮﻔﺳﻮﻔﻟﺍ: psof
ﻱﻮﻴﻨﺑ: rwut
ﻎﻤﺻ: glum
ﺔﺣﻭﺮﻃﺃ: twes
ﻦﻴﻴﻓﺮﺤﻟﺍ: clif
ﺯﻮﻣ: bwas
ﺔﻤﻠﺴﻣ: kyom
ﻊﻠﺿ: psos
ﻞﻜﻴﻨﻟﺍ: nyek
ﺐﺼﻌﺘﻣ: pyim
ﺔﻠﻓﺎﺣ: bwos
ﺐﻴﻗﺮﻟﺍ: swes
ﺥﻭﺭﺎﺻ: mlus
ﻖﺠﺳ: slos
ﺐﻋﻼ﻿ﺗ: nlut
ﺓﺭﻭﺪﻨﺑ: tfet
ﺯﺰﻌﺗ: kfut
ءﺎﺑﺮﻬﻛ-ﺲﺑﺎﻗ: syok
ﻡﻮﻴﺳﺎﺗﻮﺑ: tsom
ﺩﺍﺩﺮﺘﺳﺍ: prup
ﺔﻴﺿﺍﺮﺘﻓﺍ: zwit
ﺮﺒﺠﻟﺍ-ﻢﻠﻋ: gjas
ﻥﺎﻨﺳﻻ﻿ﺍ-ﺔﺒﻴﺒﻃ: dzit
ﻱﺮﺼﺑ: pcok
ﺡﺰﺣﺰﺗ: bzen
ءﺎﻴﺣﻻ﻿ﺍ-ﺓﺩﺎﻣ: bwim
ﺔﻟﺎﻄﺑ: byim
ﺔﻗﺮﻳ: krum
ﺩﺮﻔﻨﻣ: slof
ﺢﻔﺼﺘﻤﻟﺍ: bjac
ﺪﻌﺑ-ﻦﻋ-ﻲﺿﺎﻤﻟﺍ ﺮﺗﻮﺗ: nyot
ﻲﺨﻳﺭﺎﺗ-ﺮﺗﻮﺗ: crep
ﻱﻭﻮﻧ: nluk
ﻒﻴﻃ: pyem
ﻡﻮﻳﺩﻮﺻ: syom
ﺎﻳﺮﻴﺘﺴﻫ: syes
ﻢﻴﻗ: tyos
ﺔﻨﻴﻫﺭ: byik
ﺕﺎﺒﻧ-ﻉﺮﻗ: gluk
ﺪﻌﺠﺗ: kwuk
ﺔﻴﻓﺎﻔﺷ: tfif
ﺭﺎﻤﺴﻣ: swip
ﺔﻴﻠﻀﻓﺃ: pcif
ﺓﺎﺸﻣ: dyen
ﺩﺎﺤﻟﻹ﻿ﺍ: tsem
ﻪﺷﺎﺷ: mwot
ﺔﻴﺑﺎﺨﺘﻧﺇ-ﺓﺮﺋﺍﺩ: nlec
ﻂﺒﻀﻨﻣ-ﺮﻴﻏ: hkof
ﺭﺎﺒﺴﻣ: grok
ﻦﻴﺗﻼ﻿ﺑ: plip
ﻲﺋﺎﻨﺛ-ﺩﺪﻋ: dlun
ﺔﺋﺭ: pcep
ﻖﺋﺎﻓ: syup
ﺔﺑﺮﻋ: trop
ﺎﻴﻠﺤﻣ: lyot
ﺽﺮﺣ: gzat
ﻦﻴﻟﻭﺯﺎﻐﻟﺍ: plif
ﻰﻠﻜﻟﺍ: grif
ﺐﻬﻧ: bzac
ﺮﻳﺪﻘﺗ: dlen
ﺦﻴﻧﺭﺯ: syek
ﻥﻭﺰﻠﺣ: nrok
ﺏﺪﻨﺟ: tsec
ﺔﻟﺩﺎﻌﻣ: fwen
ﻲﻛﺍﺮﺘﺷﻻ﻿ﺍ: swos
ﺮﺘﻠﻓ: flot
ﻲﺴﺣ-ﺮﻫﺎﻇ-ﺝﺍﺰﻣ: hxin
ﻊﺳﻭ: kyot
ﺚﻌﺒﻨﻳ: mwet
ﺩﻮﻘﻣ: pwet
ﻲﻔﺳﻮﻴﻟﺍ: drun
ﺲﺋﺎﺳ: hjok
ﻱﻮﺋﺮﻟﺍ-ﺏﺎﻬﺘﻟﻻ﻿ﺍ: hnof
ﻦﻣﺎﻀﺗ: gret
ﻞﺼﻔﻣ: cyif
ﻲﻟﻮﻃ: nruc
ﺡﺎﺑﺭﺍ-ﺕﺎﻌﻳﺯﻮﺗ: dwun
ﺞﻟﺰﺗ: hkep
ﺱﻷ﻿ﺍ: slop
ﺰﺠﻋ: dlif
ﺱﻮﻫ: bwen
ﺺﻴﺼﺨﺗ: pfun
ﻲﻓﺍﺮﻏﻮﺗﻮﻔﻟﺍ-ﺭﻮﺼﻤﻟﺍ: trof
ﺎﺘﻟﺩ: dlet
ﻲﻤﻗﺭ: djim
ﺔﺒﻠﻜﻟﺍ: brut
ﻦﻔﺟ: hyop
ﻱﺮﻄﻗ: dyun
ﻲﻋﻮﻟﺍ-ﻥﻭﺩ: byon
ﻦﻴﻌﻟﺍ-ﺐﺟﺎﺣ: bruc
ﺲﻄﻋ: pcec
ﺡﺮﻣ: dlis
ﺔﻴﺳﻭﺪﻨﻬﻟﺍ: nwum
ﺊﺟﻻ﻿: nyif
ﻙﻮﻜﻣ: cwot
ﻦﻴﺗﻭﺮﺑ: pwot
ﺔﻳﺎﻔﻧ: hdop
ﻞﻘﺻ: flen
ءﻲﻗ: hwom
ﻦﻴﺟ: gyen
ءﻯﺪﺘﺒﻤﻟﺍ: hdem
ﻉﺎﻤﺘﺟﻹ﻿ﺍ-ﻢﻠﻋ: syoc
ﻉﺮﻗ: kwoc
ﺩﺎﻴﺼﻟﺍ: hfuc
ﻲﻤﻴﻠﻗﺇ: jyen
ﺔﻛﺮﺣ-ﺍﺪﻌﺻ: hvok
ءﺍﺭﻮﻟﺍ-ﻰﻟﺍ-ﻊﻠﻄﺘﻣ: hxik
ﺭﺎﺼﻋﺇ: gyon
ﺲﻜﻋ: nwos
ﻥﻮﻳﺰﻔﻠﺘﻟﺍ: twif
ﺐﻌﻜﻣ: kfet
ﺔﻴﺟﺎﺘﻧﺇ: pwuk
ﺭﺰﺟ: krop
ﻲﺌﻳﺰﺟ: mwuk
ﻞﺘﻜﺗ: glet
ﺐﺳﺎﺤﻣ: ksum
ﺭﺎﻴﺧ: kyok
ﺓﺪﺑﺮﻌﻟﺍ-ﺱﻮﻘﻃ: drok
ﺐﻳﺬﻣ: jlet
ﺕﺎﻔﺳﻮﻓ: psef
ﻱﺪﻴﻬﻤﺗ-ﺏﺎﺘﻛ: gwik
ﻱﻮﻠﻗ: flis
ﺔﻴﻧﺪﺑ-ﺔﺿﺎﻳﺭ: jyas
ﺔﻠﺻﺎﻓ: kwom
ﺔﻛﺮﺣ-ﺭﺍﺪﺤﻧﺍ: hvat
ﺽﺎﻬﺟﺇ: jwac
ﺏﺍﺮﺟ: tcop
ﺢﻧﺎﻤﻟﺍ: dzon
ﺰﻴﻨﻐﻨﻤﻟﺍ: hzem
ﻲﺴﻔﻨﻟﺍ-ﺐﻴﺒﻄﻟﺍ: syos
ﺭﻮﻠﻜﻟﺍ: clos
ﺢﻴﺗﺎﻔﻤﻟﺍ-ﺔﺣﻮﻟ: kyoc
ﺓﻮﻔﺻ-ﺔﺒﺨﻧ: zyit
ﺱﺍﻮﻗﺃ: pfaf
ﻲﺒﺟﺮﻟﺍ: rwoc
ﺔﺣﺮﻗ: jlon
ﻦﺜﻨﻣ: hxit
ﺏﺎﻋ: nres
ﺔﻴﻤﻛ: fwam
ﺓﺮﺘﺳ: swek
ﻱﺭﻮﻄﺗ: fwis
ﻦﻳﻭﺪﺗ: nyoc
ﺩﺍﺪﺗﺭﺍ: tcuf
ﺢﻳﺮﺸﺗ: drec
ﺄﺒﺨﻣ: kcep
ﻲﻄﺧ: lyec
ﻥﻮﻤﻴﺘﻧﻷ﻿ﺍ: trum
superessive-ﺔﻟﺎﺣ: psek
ﻡﺭﻭ: twom
ﺔﻳﺮﻌﺘﻟﺍ: cyos
ﺎﻔﻟﺃ: flaf
ﻦﻄﺒﻟﺍ-ﺓﺮﺳ: nwip
ﻦﻴﺼﺣ: myip
ﺍﺰﻧﻮﻠﻔﻧﺇ: flun
ﺔﻌﺠﻟﺍ-ﻊﻨﺼﻣ: bjit
ﻂﻴﺴﺒﺗ: slef
ﺮﺼﺘﺧﺍ: bram
ﻪﻔﻴﻔﺧ-ﻪﻣﺪﺻ: djen
ﺮﺳﺃ: dwim
ﺮﺒﺠﺗ: brok
ﺏﺭﻮﺟ: bzas
ﻢﻠﻴﻓ: fyim
ﻥﻮﻛ: klom
ﺙﻮﻟ: hpuf
ﻲﻌﻴﻄﻗ: gjen
ﺐﻴﻀﻗ: zyis
ﺕﺎﺑﺎﻐﻟﺍ: lyif
ﻡﻮﻴﻨﻣﻮﻟﻷ﻿ﺍ: lwum
ﺔﺑﺬﺑﺫ: zlon
ﻚﻠﻔﻟﺍ-ﺝﺍﺮﺑﺍ: ksop
ﺩﺮﻃ: dlek
ﻦﻴﻤﻀﺗ: nluc
ﺪﻴﻔﺘﺴﻤﻟﺍ: byic
ﻦﻴﻔﻟﺩ: dlip
ﻞﺗﺎﻘﻟﺍ: cyus
ﺕﺎﻳﺪﺜﻟﺍ-ﻦﻣ-ﻥﺍﻮﻴﺣ ﻲﻳﺪﺜﻟﺍ: myaf
ﺮﺷﺆﻣ: swif
ﺪﻴﺴﻛﺃ-ﻲﻧﺎﺛ: dwis
ﻥﻮﻟﻮﻘﻟﺍ: zlen
ﺔﻴﻃﺍﺮﻗﻭﺮﻴﺑ: brus
ﻩﻮﺷ: jric
ﺔﺟﻼ﻿ﺛ: frip
ﻱﺮﺛﺃ: cluk
ﻝﻮﺒﻘﻣ-ﺮﻴﻏ: kwok
ﺔﻔﺻﺍﻮﻣ: pfis
ﺓﺮﺸﻧ: pfut
ﻥﺎﺴﻧﻻ﻿ﺍ-ﻢﻠﻋ: nlom
ﻕﺍﺬﻤﻟﺍ-ﺐﻴﻃ: kyec
ﺪﻌﺘﻣ: txit
ﺶﻤﻜﻧﺍ: kwus
ﺲﻤﺸﻟﺍ-ﺩﺎﺒﻋ: hzuc
ﺔﻠﻤﻗ: glus
ﻥﻮﻳﺃ: lyos
ﺔﺣﺎﻴﺳ: tyum
ﻡﺩﻮﻣ: myom
ﻊﻳﺮﺴﺗ: jrun
ﺾﺣﺩ: tsoc
ﺙﺎﻌﺒﻧﺍ: hmef
ﻒﻄﺧ: drap
ﻞﺧﺍﺪﺗ: hwep
ﺮﻌﺸﻟﺍ-ﻒﻴﻔﺼﺗ: pfes
ﻲﺒﻌﺸﻟﺍ-ﺙﺍﺮﺘﻟﺍ: floc
ﻱﺮﻌﺷ: plek
ﺔﻴﻣﻮﻗ: nlum
ﻥﺎﻓﺩﺭ: nros
ﺭﺰﻋ: hmuf
ﻰﻣﺎﺴﺗ: slem
ﻁﺎﺒﺣﺇ: xras
ﺖﻟﺎﺑﻮﻜﻟﺍ: kwos
ﺔﺗﺎﺒﻧ-ﻥﺎﻓﻮﺷ: gwam
ﺔﻛﺮﺣ-ﺮﻬﻨﻟﺍ: trup
ﺝﺮﺷ: gyam
ﻱﺮﻘﺑ: bwun
ﻒﻘﻧ: flip
ﺓﺮﻓﻭ: dzun
ﻮﻳﺪﻴﻓ: hwop
ﺔﻌﻃﺎﻘﻣ: bjik
ﺮﻴﺼﻗ-ﺭﺎﺒﺘﺧﺍ: cwif
ﻲﻛﻮﻬﻟﺍ: cwok
ﺕﺎﺑﺎﺼﻌﻟﺍ-ﺏﺮﺣ: grip
ﻡﻮﻴﺴﻴﻨﻐﻤﻟﺍ: hgem
ﺭﺍﺩﺍﺭ: drek
ﻱﺰﻧﺎﺒﻤﺸﻟﺍ: hzif
ﺔﻴﻗﻮﺛﻮﻤﻟﺍ: kwif
ﻞﻴﻄﺘﺴﻣ: tyec
ﺮﺤﺒﻟﺍ-ﺐﺸﻋ: klep
ﻢﻤﻋ: jlak
ﻝﻮﺠﺘﻟﺍ-ﺮﻈﺣ: kfec
ﺲﻨﺠﻟﺍ-ﻲﻠﺜﻣ: mlok
ﻮﻳﺭﺎﻨﻴﺳ: srop
ﺔﻐﻴﺻ: flus
ﺺﻤﻘﺗ: nrom
ﻞﻌﺷﺃ: zlak
ﻡﻮﻴﻧﺍﺭﻮﻴﻟﺍ: ryum
ﻚﺳﺎﻤﻟﺍ: kwes
ﻖﻴﺴﻨﺗ: kyop
ﺐﺋﺍﺮﻀﻟﺍ-ﻊﻓﺍﺩ: nwaf
ﺔﻠﻣﺎﻜﺘﻤﻟﺍ: trep
ﻯﺃﺭ: hzap
ﺎﻣﺎﻏ: hxam
ﻱﺭﺎﻔﺴﻟﺍ-ﺕﻼ﻿ﺣﺭ: fwim
ﺔﻛﺮﺣ-ﺮﻔﻳﺮﻧﻭﻭﺩ: ht6n
ﺔﺟﺭﺩ: kfus
ﻲﺴﻴﺋﺭ-ﻥﺍﻮﻨﻋ: zlic
ﻞﻠﺤﻤﻟﺍ: nles
ﺕﺎﻣ: hzes
ﻱﺭﺎﺠﺗ-ﻊﻤﺠﻣ: hmof
ﻱﺰﻠﻓ-ﺮﺼﻨﻋ-ﺕﻮﻣﺰﺒﻟﺍ: bzim
ﺔﻳﺪﻳﺮﺑ-ﺔﻗﺎﻄﺑ: psok
ءﺎﻘﺘﻟﺍ: bros
ﺩﺮﻄﺘﺳﺍ: djet
ﻢﻫﺎﺴﻤﻟﺍ: ksem
ﺏﻭﺮﻜﻴﻣ: mrip
ﺔﻴﻠﺳﺎﻨﺘﻟﺍ-ءﺎﻀﻋﻷ﻿ﺍ: jwit
ﺔﻴﻠﻜﺷ: mluk
ﺎﺘﻴﺑ: byot
ﺰﻨﻴﺟ: gjis
ﺕﺎﻧﺎﻴﺒﻟﺍ-ﺓﺪﻋﺎﻗ: tles
ﺔﺒﺳﺎﺣ-ﺔﻟﺁ: klus
ﺔﻴﻨﻴﺳ-ﺔﻌﺷﺃ: ksef
ﻞﻴﻠﺤﺗ: zram
ﻲﺌﻴﺑ: zyen
ﺎﻤﻐﻴﺳ: zyim
ﻝﺎﺼﻔﻧﺍ: hxon
ﻝﺎﻤﻋﺃ-ﻝﻭﺪﺟ: gres
ﺓﺮﻴﺷﺄﺗ: bzis
ﺔﻴﺘﺤﺗ-ﺔﻴﻨﺑ: nyuk
ﺔﻋﺍﺮﻳ: gyun
ﻒﺷﺎﻛ: tyek
ﻒﻴﻜﺘﻟﺍ: dyip
ﻲﺋﺎﻴﺣﺃ: byis
ﻖﺼﻟ: pyec
ﻡﻭﺮﺒﻟﺍ: brom
ﻡﻮﻳﺩﻼ﻿ﺒﻟﺍ: plum
ﻕﺍﻮﻓ: kfok
ﻥﻮﻠﻟﺍ-ﺢﺗﺎﻓ: psec
ﻥﺍﻮﻴﺣ-ﺔﻘﻳﺪﺣ: zwac
ﺓﺩﺎﻴﻋ: lyok
ﻡﻮﻬﻔﻣ: nwoc
ﺎﻏﻮﻴﻟﺍ: hjoc
ﺐﺘﻜﻟﺍ-ﻊﻴﺒﻟ-ﺔﺒﺘﻜﻣ: byun
ﺝﻼ﻿ﻋ: grap
ﻲﻣﻮﻗ: zlis
ﻪﺳﺃﺭ-ﻊﻄﻗ: zlet
ﻢﻌﻧ: swec
ﺔﻴﻟﺎﻜﺷﺇ: byam
ﺯﺎﺠﻟﺍ-ﻰﻘﻴﺳﻮﻣ: dzas
ﻦﺘﺴﻐﻨﺘﻟﺍ: tsof
ﻲﺑﺎﻫﺭﺇ: gwis
ﻪﺑﺎﻌﻟ-ﻝﺎﺳ: droc
ﻲﺋﺍﺬﻐﻟﺍ-ﻞﻴﺜﻤﺘﻟﺍ: tlem
ﺔﻘﻠﻄﻤﻟﺍ-ﺔﺟﻭﺰﻟﺍ-ﺔﻘﻔﻧ: lyaf
ﻉﻮﺒﺳﻷ﻿ﺍ-ﺔﻳﺎﻬﻧ: hfom
ﻥﺍﻮﺤﻗﺃ: gzim
ﺡﺎﻘﻟ: byap
ﺔﻳﺭﺎﻧ-ﺔﺟﺍﺭﺩ: tyok
ﺓﺬﻳﻮﻌﺗ: dyot
ﺔﻨﺴﻟﺍ-ﻒﺼﻧ: myes
ﻦﻳﻭﺮﻴﻬﻟﺍ: gwon
ﺪﻠﺠﻣ: flap
ﺩﻮﺛﺎﻜﻟﺍ-ﺔﻌﺷﺃ: kfoc
ﺔﻴﺟﻮﻟﻮﻳﺪﻳﺃ: dlec
ﺕﺍﺭﺎﻴﺳ-ﻒﻗﻮﻣ: prek
ﺎﺘﻴﺛ: fret
ﻞﻣﺃ-ﺔﺒﻴﺧ: hxis
ﻡﻮﻴﻨﻴﻠﻴﺴﻟﺍ-ﺮﺼﻨﻋ: clem
ﺕﺎﺟﺍﺭﺪﻟﺍ-ﺏﻮﻛﺭ: blek
ﺓﺮﺸﻗ: pros
ﺓﺍﻭﺎﺴﻣ: swaf
ﺭﺎﻴﺗ-ﺔﻣءﻼ﻿ﻣ-ﺔﻣﻼ﻿ﻋ: hxak
ﺭﺎﻄﻣ: cwoc
ﺮﺘﺑ: gyet
ﻪﻠﺴﻟﺍ-ﻩﺮﻛ: bwet
ﻝﺎﺟﺩ: mwip
ﺭﻮﺻﺮﺻ: tlek
ﻡﻭﺮﻜﻟﺍ: hgom
ﺮﺘﻟ: hl6t
ﻚﻟﺫ-ﻦﻣ-ﻢﻏﺮﻟﺍ ﻰﻠﻋ: nwec
ﻥﻮﻣﺮﻫ: cwom
ﺔﺒﻴﻌﻣ: tluc
ﻡﺮﺧ: prec
ﺔﻴﺣﺍﻭﺭﻷ﻿ﺍ: nyom
ﻊﻠﻀﻤﻟﺍ: cloc
ﺔﻳﻮﺴﻧ: hfes
ﺪﺣﻭ: kcop
ﻭﺭﻮﻴﻟﺍ: dros
ﻎﻨﺴﻨﻴﺠﻟﺍ: hjes
ﺔﻴﻣﺯﺭﺍﻮﺧ: hlof
ﺭﺰﻴﻠﻟﺍ: lwes
ﺔﻴﻟﺪﻴﺻ: dlot
ﺮﺘﻤﻴﻠﻠﻣ: mlem
ﻲﻨﺛ: flek
ﺩﻮﻧﻷ﻿ﺍ: nlok
ﻂﻴﺴﺑ-ﻕﺭﺎﻓ: hzus
ﻰﺋﺰﺟ-ﻡﺍﻭﺩ: prem
ﺔﻴﺳﺎﺴﺣ: nyec
ﺮﻫﺎﻈﺘﻣ: drom
ﻡﻮﻴﻠﻴﻬﻟﺍ: clum
ﺔﻐﻠﻟﺍ-ﻲﺋﺎﻨﺛ: dzic
