abako                         abacus
peka                          sinful
peki                          sin, transgress
Pekino                        Peiping, Peking
pekli                         pickle
peklita viando                salt meat, salted meat
peko                          sin, transgression
pelargonio                    geranium
peli                          chase, drive, drive on, impel, shoo
peli piedbate malsupren       kick down, kick off
pelikano                      pelican
pelto                         fur, fur coat, fur piece
peltocxapo                    bearskin, bearskin cap
pelvo                         basin, bowl, pelvis
penado                        efforts
penco                         penny
pendglisilo                   hang-glider
pendi                         droop, hang
pendigi                       hang
pendkolumo                    bands
pendumi                       hang
pene                          with effort
Penelopo                      Penelope
penetri                       penetrate
peni                          aim, attempt, endeavour, try
penicilino                    penicillin
penigajxoj                    fuss, to-do
peniko                        paintbrush
peniseto                      peter, willy
peniso                        penis
peno                          effort
pensi                         think
pensiigxi                     go on pension, retire
pensio                        pension, retirement
pensiono                      boarding house, boarding school
pensiulo                      pensioner, retiree
penso                         thought
pentanta                      contrite, penitent, repentant
Pentateuxko                   Pentateuch
Pentekosto                    Pentecost, Whitsunday
penti                         repent
penti pri                     feel sorry for, regret, repent, repent of
pentigi                       regret, repent, repent of
pento                         repentance
pentofari                     do penance
pentrajxkadro                 frame, picture-frame
pentrajxo                     painting, picture
pentri                        paint
pentristo                     painter
peono                         pawn
pepi                          chirp, peep, twitter
pepsino                       pepsin
per                           by, by means of, on, through, with
per kio                       whereby
per tio                       thereby
perado                        mediation
peranto                       agent
percepti                      find, notice, perceive
perdi                         lose
perdigxi                      be lost, get lost
perdita                       lost
perdo                         loss
perdriko                      partridge
pere de                       per
perei                         perish
pereigi                       destroy, ruin
pereigo                       destruction
perfekta                      perfect
perfekteco                    perfection
perfektigi                    perfect
perfida                       treacherous
perfidema                     treacherous
perfidi                       betray
perfido                       betrayal, treachery
perforte                      by force, violently
perforti                      force, violate
perforto                      violence
pergameno                     parchment
peri                          act as agent
periferia                     peripheral
periferio                     outskirts, periphery
perimetro                     circumference, perimeter
perioda gazeto                periodical
periodo                       period
periosto                      periosteum
periskopo                     periscope
perko                         bass
perkudrila laboro             needlework
perlabori                     earn
perlo                         pearl
permesi                       allow, permit
permesilo                     licence, license, permit
permeso                       permission
Permo                         Perm
perono                        platform, railway platform
perpendikulara                perpendicular
persa                         Persian
Persa Golfo                   Persian Gulf
Persefono                     Persephone
persekutado                   persecution, pursuit
persekuti                     chase, persecute, prosecute, pursue
persekuto                     persecution, pursuit
Perseo                        Perseus
persiko                       peach
persino                       Persian woman
Persio                        Persia
persista                      persistent
persistado                    perseverance
persistemo                    perseverance
persisti                      abide, persevere, persist
perso                         Persian
persona                       personal
personaro                     personnel
personeco                     personality
persono                       person
personoj                      people, persons
persontrajno                  passenger train
perspektivo                   perspective
Persujo                       Persia
persvadi                      persuade
persvadi acxeti               palm off on
persvado                      persuasion
perturbi                      disquiet, interfere with, perturb
perturbo                      disquiet, disturbance, interference, unrest
perua                         Peruvian
peruanino                     Peruvian woman
peruano                       Peruvian
peruko                        hairpiece, wig
Peruo                         Peru
perversa                      perverse
pesi                          weigh
pesilo                        scales
pesimisma                     pessimistic
pesimismo                     pessimism
pesimisto                     pessimist
pesto                         pestilence, plague
petalo                        petal
petanto                       applicant
petegi                        beseech
petego                        appeal, entreaty, supplication
petformularo                  application form, form of application
peti                          ask, ask for, beg, bid, request
peticio                       petition
petilo                        application form, form of application
peto                          request
petola                        frolic, frolicsome, petulant
petolema                      mischievous, playful
petoli                        frolic
Petroburgo                    Saint Petersburg
petrolo                       paraffin-oil, petroleum
Petromaricburgo               Pietermaritzburg
petroselo                     parsley
petskribinto                  applicant, petitioner
petskribo                     petition
peza                          burdensome, heavy, onerous
pezi                          weigh
pezilo                        weight
pezo                          weight
Pfalzo                        Palatinate
pfenigo                       pfennig
pia                           pious
pianisto                      pianist
piano                         piano
pico                          pizza
picxo                         cunt, pussy
piedbati                      kick
piedbato                      kick
piede                         on foot
piedestalo                    pedestal
piedfingro                    toe
piedfrapado                   tramping
piediranto                    pedestrian
piediri                       go on foot
piedo                         foot, paw
piedpasi                      tread
piedpilko                     football, soccer ball
piedpremi                     step on
piedvarmigilo                 footwarmer
piedvestajxo                  footwear
pigmeo                        pigmy
pigo                          magpie
pigra                         lazy
pijxamo                       pyjamas
pika                          nasty
pikdrato                      barbed wire, barbed-wire
piki                          pick, stab, sting
pikilo                        sting
pikkalkanumo                  stiletto heel
pikniki                       picnic
pikniko                       picnic
piko                          prick, spades, sting
pilaro                        battery
pilgrimado                    pilgrimage
pilgrimanto                   pilgrim
pilgrimi                      go on pilgrimage
pilgrimo                      pilgrimage
pilko                         ball
pilolo                        pill
pilotado                      steering
piloti                        pilot
piloto                        pilot
pincxegi                      pinch
pincxi                        pinch
pincxilo                      pincers, tongs
pincxpreno                    bit
pincxtenajlo                  pincers
pinglo                        pin, needle
pingloarbo                    conifer
pino                          pine, pine tree
pinta                         pointed, spiked
pinto                         peak, point, tip, summit
piocxo                        pick-axe
pionira                       pioneer
pioniro                       pioneer
pipo                          pipe
pipri                         pepper
pipro                         pepper
piramido                      pyramid
pirarbo                       pear-tree
piratestro                    pirate-chief
pirato                        pirate
pirenea                       Pyrenean
Pireneoj                      Pyrenees
piro                          pear
pirozo                        heartburn
pirujo                        pear-tree
pisi                          urinate
pispoto                       chamber pot
pisti                         crush, pound
pistilo                       pestle
pistolo                       pistol, spray gun
pistujo                       mortar
pisxto                        piston
Piterhedo                     Peterhead
Pitono                        Python
pitoreska                     picturesque
pivoti                        pivot
pivoto                        pivot
pizango                       banana
pizo                          pea
placo                         plaza, square, public square
placxa                        pleasing
placxi                        please
placxo                        pleasure
plado                         course, dish, plate, platter
plado[1]                      dish, plate, platter
plado[2]                      course, dish
plafono                       ceiling
plagi                         afflict, plague
plago                         calamity, scourge
plagxo                        beach
plako                         plate
plando                        sole
plandumo                      sole
planeda                       planetary
planedo                       planet
plani                         plan
planizi                       plan
planko                        floor
plano                         design, diagram, plan, plane
plantado                      planting
plantajxo                     plantation
plantaro                      plantation, planting
plantejo                      plantation
planti                        plant
planto                        plant
plasmo                        plasma
plasta                        plastic
plastika                      plastic
plasto                        plastic
plastro                       plaster
plata                         flat
platajxo                      plateau
platano                       plane, plane-tree, sycamore
plateno                       platinum
plateso                       plaice
platformo                     platform
platnazo                      pug-nose
Plato                         Plato
plauxdeti                     burble, gurgle, murmur, purl
plauxdi                       lap, plash, splash
pledi                         plea, plead
pledi por                     advocate, plead
pledo                         plea
Pleistoceno                   Pleistocene
plej                          most
plej bona                     best
plej bonega                   best of all, very best
plej ekstera                  outer
plej grava                    most important
plej malbona                  worst
plej posta                    hind, hindmost
plej proksima                 nearest, next
plej proksimaj parencoj       next of kin
plej supra                    upper
Plejadoj                      Pleiades
pleje                         at most
plejparte                     mostly
plekti                        braid, plait, twine, wreathe
plektita mato                 plaited mat
plena                         complete, full
plenaera kradrostado          barbecue
plenagxa                      adult, grown-up, full-grown
plenblovi                     inflate
plenbrako                     armful
plenbusxo                     mouthful
plendi                        complain
plendi kontraux               accuse
plendo                        complaint
plene                         completely, fully
plenigi                       fill, fill in, fill up
plenigxi                      become full
plenkreska                    adult, full-grown
plenkreskulo                  adult, grown-up
plenluno                      full moon
plenmano                      handful
plenplena                     brimming, replete
plenumi                       accomplish, achieve, keep, observe, perform
plenumita                     completed
plenzorga                     anxious
plenzorge                     anxiously
pleto                         tray
plezura                       agreeable, pleasant
plezuriga                     pleasurable
plezuro                       fun, pleasure
pli                           more
pli agxa                      elder, older
pli bona                      better
pli detala                    further
pli detale                    more precisely
pli gxuste                    rather
pli juna fratino              younger sister
pli juna frato                younger brother
pli juna gefrato              younger brother, younger sibling, younger sister
pli kaj pli                   increasingly, more and more
pli malbona                   worse
pli malfrue                   later, later on
pli maljuna fratino           elder sister
pli maljuna frato             elder brother
pli maljuna gefrato           elder brother, elder sibling, elder sister
pli malpli                    quite
pli malproksima               farther
pli malproksime               beyond, farther, further
pli malproksime ol            beyond, past
pli malproksimen              farther
pli ol                        above, more than, over
pli proksima                  nearer
pli proksime                  nearer
pli volonte                   preferably
plia                          another, one more
plialtigi                     increase, raise
plialtigxi                    ascend, go up, increase
plibeligi                     embellish
plibeligi iom                 trim
plibeligxi                    grow more beautiful
plibonigi                     improve
plibonigxo                    progress
plibonstatigxo                progress
plidikigi                     thicken
plie                          and also, and ... as well, as well as, together with
plietigxi                     decrease, diminish
plifaciligi                   facilitate
plifervorigi                  cheer, fire, inspire, stimulate
plifortigi                    fortify
plifortigxi                   increase, freshen
plifruigi                     accelerate
pligrandigi                   augment, enlarge, increase
pligrandigo                   enlargement, increase
pligrandigxi                  increase
pligrandigxo                  enlargement, increase
pligravigi                    blow up, heighten
pliigi                        increase
pliigxi                       augment, grow, increase
plilauxtigxi                  swell, swell into a roar
plilongigi                    lengthen
plimalgrandigi                decrease
plimalgrandigxi               decrease, diminish
plimalpli                     more or less
plimultigi                    enhance
plimultigo                    accession
plimultigxo                   increase
plimulto                      majority
Plioceno                      Pliocene
plipezigxi                    gain, put on weight
pliposte                      later on
pliproksimigxi                advance, come on
plirapidigi                   accelerate
plirapidigo                   acceleration
plirapidigxi                  accelerate
plirapidigxo                  acceleration
plistrecxi                    draw tighter, tighten
plivigligi                    fan, fire, inspire, stimulate, stir up, urge on
ploceido                      weaver-bird
plongxi                       dive, plunge
plongxisto                    diver
plori                         cry, weep
plorsingulti                  sob
plu                           else, further, more, on
plua                          additional, another
pludauxrigi                   extend
plue                          besides, furthermore, in addition, moreover
plugebla                      arable
plugi                         plough
plugilo                       plough, plow
pluki                         pick, pluck
plumba                        lead
plumbo                        lead
plumo[1]                      feather
plumo[2]                      pen
pluraj                        several
plurfoje                      repeatedly
plurnacia                     multinational
plurtaskplenumado             multitasking
plurtavola ligno              plywood
plus                          plus
pluskvamperfekto              pluperfect
pluso                         surplus
Pluto[1]                      Pluto
plutonio                      plutonium
pluvalidigi                   extend
pluvegi                       pour, rain cats and dogs
pluveti                       drizzle, mizzle
pluveto                       drizzle, drizzling rain
pluvi                         rain
pluvmantelo                   raincoat
pluvo                         rain
pluvombrelo                   umbrella
pluvsezono                    rainy season
pneuxmatiko                   tyre
pneuxmo                       tire, tyre
pneuxmonio                    pneumonia
po                            at, at the rate of, by
pobe                          abaft
poben                         abaft
pobo                          poop, poopdeck, stern
podagro                       gout
podetalisto                   retailer
podicipo                      grebe
podio                         platform, podium
poemo                         poem
poento                        point
poeto                         poet
poezia                        poetic
poezio                        poetry
pogoniuleto                   small woodpecker
pogrande                      wholesale
pojno                         wrist
pokalo                        goblet
pokero                        poker
pola                          Polish
polekso                       thumb
polemiki                      engage in a controversy
polemiko                      controversy
polenado                      pollination
poleni                        pollinate
policano                      policeman
policejo                      police-station
policestro                    chief of police
policisto                     policeman
polico                        police
policpatrolo                  squad
polinezia                     Polynesian
polinezianino                 Polynesian woman
polineziano                   Polynesian
Polinezio                     Polynesia
polino                        Polish woman
Polio                         Poland
polipo                        polyp
poliso                        policy, insurance policy
politika                      political
politikisto                   politician
politiko                      policy, politics
polivinilklorido              polyvinyl chloride, PVC
polko                         polka
Pollando                      Poland
polo                          Pole
polonio                       polonium
polpo                         octopus
Polujo                        Poland
poluri                        polish
polusa                        polar
poluso                        pole
polva                         dusty
polvo                         dust
polvobroso                    brush
polvokovri                    cover with dust
polvosucxilo                  vacuum cleaner, vacuum-cleaner
pomarbo                       apple-tree
Pomerio                       Pomerania
Pomerujo                      Pomerania
pomfritpastajxo               apple fritter
pomkacxo                      apple-sauce
pomkompoto                    apple-sauce
pomo                          apple
pompa                         resplendant
pompastecxo                   apple turnover
pompo                         pomp, splender
pomsuko                       apple juice
pomtorto                      apple-tart
pomujo                        apple-tree
ponardo                       dagger
poneo                         pony
ponto                         bridge
poplo                         poplar
popolkanto                    folk song
popolo                        folk, nation, people
populara                      popular
por                           for, to, in order to, per
por ke                        so, so that
por tiel diri                 so to speak
poranonca gazeto              advertiser
porcio                        share
pordaperturo                  doorway
pordego                       gate, gateway, portal
pordistino                    doorwoman
pordisto                      porter
pordo                         door, gate
porka                         pig, pig-, of a pig
porkajxo                      pork
porkejo                       sty
porkido                       piglet
porkino                       sow
porko                         hog, pig, swine
pormangxilara lavmasxino      dishwasher
pornografajxo                 pornography
pornografia                   pornographic
pornografio                   pornography
Portaskajgo                   Port Askaig
portebla                      portable
porti                         carry, wear
portiko                       porch
portilo                       litter, strecher
portisto                      porter
Porto                         Oporto
portreto                      portrait
portugala                     Portuguese
portugala lingvo              Portuguese, Portuguese language
portugalino                   Portuguese woman
Portugalio                    Portugal
portugalo                     Portuguese
Portugalujo                   Portugal
porvesperaj vestoj            evening dress
posedajxo                     possession, property
posedajxoj                    possessions
posedi                        own, possess
posedo                        possession
Posejdono                     Poseidon
post                          after, behind
post kiam                     after
post la kulisoj               behind the scenes
post nelonge                  soon
post tio                      beyond, next, then, thereafter
posta                         hind, hindmost
posta meditado                commentary
posta steveno                 stern
postajxo                      backside, rump
poste                         afterwards, next, subsequently
posten                        backwards
posteni                       be on duty, stand guard
posteniri                     go back, go backwards
posteno                       post
posteularo                    offspring
posteulo                      offspring, successor
posteuloj                     issue, offspring, posterity, progeny
postgvardio                   defence, rear, rearguard
postiri                       follow
postkrii moke                 hoot after
postkuri                      chase
postlasajxo                   estate
postlasi                      leave behind
postmangxajxo                 dessert
postmeti                      affix, add
postmorgaux                   the day after tomorrow
postmorta mondo               hereafter
postnaskajxo                  afterbirth, placenta
postoperacia kuracado         after-treatment, follow-up
postraza sxmirajxo            aftershave
postregiono                   hinterland
postresta pozicio             arrears
postrestanto                  laggard, straggler
postresti                     be kept in, be detained, remain, stay on
postrestigi                   keep in
postrigardi                   follow up with one's eyes, look after
postsekvi                     run after
postsoifo                     thirst after drinking to excess
postsoni                      resound
postsono                      echo, resonance
posttagmezo                   afternoon
postuli                       demand, postulate, require
postvango                     buttock
postveninta                   subsequent
postveninto                   afterthought
postveturilo                  trailer
posxlanterno                  electric torch
posxo                         pocket
posxtajxo                     piece of mail
posxtejo                      post office, post-office
posxtisto                     mailman
posxtkarto                    postcard
posxtmandato                  money order
posxtmarko                    stamp, postage stamp
posxto                        mail, post
posxtoficejo                  post-office, post office
posxtrancxilo                 pen-knife
potajxo                       pottery
potenca                       powerful
potenco                       power
potisto                       potter
poto                          jug, pot
pouxpo                        poop, poopdeck, stern
povi                          be able to
povi fari                     be able to cope with, be able to do
povi tutfari                  be able to cope with, be able to handle
povo                          ability
povoscii                      be master of, know
povra                         poor
pozi                          pose
pozicidetermino               reckoning
pozicio                       position
pozistino                     model
pozisto                       model
pozitiva                      positive
pozitivo                      positive
pozo                          pose
pra-                          fore-, greatgrand-
praarbaro                     primeval forest
praavino                      great-grandmother
praavo                        great-grandfather
Prago                         Prague
prahistorio                   prehistory
praktika                      practical
praktikado                    practice
praktikanto                   practitioner
praktiki                      exert, practice
praktiko                      practice
prakuzo                       second cousin
pralogxanta                   indigenous, native
pralogxanto                   native
pramo                         ferry
pranepo                       greatgrandson
pranevo                       grand-nephew
praonklino                    great-aunt
praonklo                      great-uncle
prapatro                      forefather
prapranepo                    greatgrandchild
pratipo                       prototype
prava                         right, true
pravi                         be right
prazeodimo                    praseodymium
precipa                       main, predominant, principal
precipe                       above all, especially, chiefly, mainly, principally
preciza                       accurate, precise
precize                       exactly, sharp
precizeco                     exactness, precision
prediki                       preach
predikisto                    preacher
prediko                       sermon
predikofico                   benefice
predo                         prey
prefere                       preferably, rather
preferi                       prefer
prefikso                      prefix
pregxejo                      church, kirk
pregxi                        pray
pregxo                        prayer
prelegi                       lecture
prelego                       lecture
preludo                       overture, prelude
prema                         burdensome, onerous
premado                       pressure
prembutono                    push-button
premfiksi                     press, press firmly
premi                         press, oppress, squeeze
premiero[1]                   premier, prime minister
premiero[2]                   first run, first night, premi@re
premii                        award a prize
premio                        premium, prize
premita                       oppressed
premo                         pressure
premsigno                     print, imprint
preni                         get, lay hold of, pick up, take
preni jugxe                   lay a distress upon, seize
prenilo                       tongs
preno                         grasp
prepara                       preliminary, preparatory, prior
preparado                     preparation
prepari                       prepare
preparmaniero                 method of preparation
preparo                       preparation
prepozicio                    preposition
prerio                        prairie
presajxo                      printed matter
presi                         print
presilo                       press
presisto                      printer
preskaux                      almost, nearly
preskribo                     regulation
preslitero                    type
preso                         print
presprovajxo                  proof
presprovo                     proof
prestigxa                     glamourous, prestigious
prestigxo                     glamor, glamour, prestige
preta                         finished, ready, through
preteco                       readiness
preteksti                     give as an excuse, pretend
preteksto                     pretext
pretendema                    arrogant
pretendemo                    assumingness, overbearingness, presumption, pretence
pretendi                      claim, presume
pretendo                      claim, presumption, pretence
preter                        beyond, by, past, straight past
preteriranto                  passer-by
preteriri                     pass, pass by
preterlasema                  careless, neglectful, negligent, remiss
preterlasi                    leave out, omit, overlook
preterlasita                  left out, omitted
preterpasi                    overtake, pass by
preterveturi                  overhaul, overtake, pass
pretigi                       finish, prepare
pretigxi                      get ready
Pretorio                      Pretoria
pretparta konstruado          prefabrication, pre-fabrication
preventi                      prevent
preventilo                    preservative
prezentado                    presentation
prezentata klare              clear, graphic
prezenti                      introduce, perform, present
prezentigxi forire            check out
prezento                      presentation
prezidanto                    chairman, president
prezidi                       preside
prezkonjekto                  budget, estimate, estimates
prezkonkurado                 tender
prezkonkuro                   public tender
prezlisto                     price list, price-list
prezo                         price
preztrompi                    fleece
preztrompisto                 extortioner, swindler
preztrompita                  taken in
preztrompo                    swindle, swindling
pri                           about, concerning, on, upon
pridemandi                    interrogate
prijugxi                      judge
prilaboro                     process
prilumi                       light up, shine upon
primara                       primary
primitiva                     primitive
primoki                       deride, mock, quip, ridicule
primolo                       primrose
princido                      prince's son
princino                      princess
principa                      firm in one's principle, firm in one's principles
principe                      in principle
principo                      principle
princlando                    principality
princo                        prince
prinoti                       annotate
printempo                     spring, springtime
printi                        print
printo                        print
prioritata vojo               major road
priparolado                   discussion
priparoli                     discuss
pripensi                      think, think about, reflect on
pripenstempo                  time to consider
priplanti                     plant
priplori                      mourn
priproprieta juro             proprietary law
prirabi                       rob
prirabo                       robbery
prirespondeco                 responsibility
prirespondi                   be answerable, be liable, be responsible
priskriba                     descriptive
priskribi                     describe
priskribo                     description
prismo                        prism
pristudi                      study
pristudo                      study
prisxteli                     rob
pritondi                      prune
pritraktado                   treatment
pritraktata                   pending
pritrakti                     treat
pritraktigi                   bring before, lay before, take up
privata                       private
priversxi                     water
priveturebla                  passable, practicable
priveturi                     drive over, ride over
privilegia                    privileged
privilegio                    privilege
prizono                       jail, gaol, prison
prizorgi                      look after
prizorgo                      care
pro                           because of, for, for sake of, on account of, owing to, through
pro kio                       what for, wherefore, why
pro tio                       therefore
pro tio ke                    because, for the reason that
probabla                      probable
probable                      probably
problemo                      problem, trouble
procedi                       proceed
procedo                       procedure, process
procentajxo                   commission
procento                      percent, percentage
procesi                       go to court, litigate, sue
procesi kontraux              sue
procesio                      procession
proceso                       lawsuit
procezo                       process
prociono                      raccoon, racoon, washing-bear
produktado                    production
produkti                      bear, produce
produkto                      product
proedzigxa                    by marriage, related by marriage
profani                       defile, profane
profesia                      professional
profesio                      profession
profesoro                     professor
profetajxo                    prophecy
profeti                       forecast, foretell, prophesy
profeto                       prophet
profilo                       profile
profita                       credit, surplus
profiti                       profit
profito                       gain, profit
profitparto                   share
profunda                      deep, profound
profundajxo                   depth
profundeco                    depth
profundegajxo                 abyss, gulf, precipice
profundo                      depth
profundsenca                  abstruse
prognozi                      forecast
prognozo                      forecast, prognosis
programero                    program item, programme item
programi                      program, programme
programo                      programme
progresi                      get along, proceed, progress
progreso                      progress
projekcii                     project
projekciilo                   projector
projekciisto                  projectionist
projekti                      make a project of, plan
projekto                      plan, project, scheme
proklamado                    proclamation
proklamajxo                   proclamation
proklami                      issue, proclaim
proklamo                      proclamation
prokrastemo                   procrastination
prokrasti                     delay, hold in abeyance, postpone, procrastinate, put off
prokrastita                   in abeyance
proksima                      close, near, nearby, next
Proksima Oriento              Middle East
proksimajxo                   neighbourhood, vicinity
proksime                      close, near, nearby
proksime al                   close to, near
proksime de                   close to, near
proksimeco                    nearness, proximity
proksimigi                    bring near to
proksimigxi                   advance, approach, come close, come closer, come on
proksimigxo                   approach
proksimo                      proximity
proksimulo                    fellow-creature, neighbour
proksimuma                    approximate
proksimuma kalkulado          approximation
proksimume                    about, approximately
prokuroro                     public prosecutor
proletario                    proletarian
proletaro                     proletariat, the proletariat
proleto                       proletarian
prologo                       prologue
promenado                     stroll, walk
promenanto                    stroller
promenejo                     promenade
promeni                       go for a walk, stroll
promesi                       promise
promeso                       promise
Prometeo                      Prometheus
prometio                      promethium
promocii                      promote
promocio                      promotion
promulgi                      promulgate
prononci                      pronounce
prononcmaniero                accent
prononco                      pronunciation
propagandajxo                 publicity material
propagandi                    advertise, publicize
propagando                    propaganda, publicity
propeti                       intercede, plead for
proponado                     offer, tender
proponi                       offer, propose, suggest
propono                       offer, proposal, suggestion
proporcia                     proportional
proporcie kun                 proportional to
proporcio                     proportion, rate
propozicio                    sentence
propra                        own, personal
proprajxo                     property
proprajxoj                    possessions
propravole                    voluntarily
proprieto                     ownership
proprietulo                   owner
proprulo                      owner
propulsakso                   drive shaft, driving axle
propulsi                      drive
propulso                      drive
proskripciulo                 exile
prospekto                     prospectus
prospektoro                   prospector
prosperi                      be succesful, prosper
prospero                      prosperity, success
prostituado                   prostitution
prostituejo                   bawdy, brothel, house of ill fame, whorehouse
prostitui                     prostitute
prostituitino                 prostitute
protaktinio                   protactinium
proteino                      protein
protekta                      protectionist
protektado                    protection
protektanto                   patron
protektatino                  prot@g@e
protektato                    prot@g@
protekti                      protect
protektisma                   protectionist
protekto                      protection
protektspirito                guardian angel
Proteo                        Proteus
Proterozoiko                  Proterozoic
protestanta                   Protestant
protestanto                   Protestant
protesti                      protest
protesto                      protest
protokoli                     give a ticket, take somebody's name
protokolo                     minutes, protocol
protono                       proton
prototipo                     prototype
provajxo                      test, trial
provenca                      Proven@al
proverbo                      proverb
provi                         attempt, test, try
proviantado                   catering
provinca                      provincial
provinco                      province
provizado                     arrival, arrivals, supply
provizajxestro                purser
provizejo                     pantry
provizi                       provide, supply
provizi je                    accomodate with
provizi per                   accomodate with
provizi per tavoleto          coat
provizi sin je                store
provizi sin per               buy, get, procure
provizo                       supply
provizora                     provisional, temporary
provizore                     for the time being, temporarily
provizumado                   catering
provizumi                     provision
provo                         attempt, test
provoki                       defy, incite, provoke
prozelito                     convert, proselyte
prozo                         prose
pruda                         prudish
prudenta                      prudent, reasonable, sensible
prudulino                     prude
prudulo                       prude
prujna                        frosted, hoar
pruno                         plum
pruntedoni                    lend
pruntedoni al                 lend
pruntepreni                   borrow
pruntepreni de                borrow from
prunti                        borrow, lend, loan
prunti al                     lend
prunti de                     borrow from
prunto                        loan
pruo                          bow, prow
prusa                         Prussian
prusa bluo                    Prussian blue
prusacido                     prussic acid
prusbluo                      Prussian blue
Prusio                        Prussia
Pruslando                     Prussia
pruso                         Prussian
Prusujo                       Prussia
pruvi                         prove
pruvo                         proof, sign, token
psalmo                        psalm
pseuxdonimo                   pseudonym
Psihxo                        Psyche
psika                         psychic
psikiatra                     psychiatric
psikiatrio                    psychiatry
psikiatro                     psychiatrist
psiko                         psyche
psikologa                     psychological
psikologio                    psychology
psikologo                     psychologist
psikopatologio                abnormal psychology
Ptolemeo                      Ptolemy
publici                       publicize
publika                       public
publike                       openly
publikeco                     publicity
publikigi                     publish, reveal
publikigo                     proclamation, publication
publiko                       public
pudingo                       pudding
pudoro                        chaste behaviour, modesty
pudri                         powder
pudro                         powder, cosmetic powder
pufigi                        puff out
pufigxi                       puff up
pufo                          puff, swelling
pugno                         fist
pugnobatalanto                boxer
pugnobati                     punch
pugo                          behind, bottom, buttocks
Pulcxinelo                    Punch
pulio                         pulley
pulmo                         lung
pulmonario                    lungwort, pulmonaria
pulo                          flea
pulovero                      pullover sweater
pulsi                         pulsate, throb
pulso                         pulse
pulvo                         gunpowder
pulvora                       powdery
pulvorigi                     pulverize
pulvorigita lakto             milk-powder, powdered milk
pulvoro                       powder
pumo                          cougar, mountain lion, puma
pumpi                         pump
pumpilo                       pump
punado                        punishment
puncxo                        punch
pundo                         pound
puni                          punish
puni trafe                    chastise, correct, punish
punkti                        punctuate
punkto                        dot, period, point, spot
punktokomo                    semicolon
